year,taxa,cell_id,decslat_cell_ctr,decslon_cell_ctr,pop_mean_no_m3,pop_var_no_m3,n_obs
2016,AURELIA,1,29.87248586,-86.75480259,98.96272107,NA,1
2012,AURELIA,2,25.62248586,-82.25480259,0,NA,1
2013,AURELIA,2,25.62248586,-82.25480259,0,NA,1
2014,AURELIA,2,25.62248586,-82.25480259,11.99321334,73.10951055,4
2015,AURELIA,2,25.62248586,-82.25480259,1.234711034,0.550937635,3
2016,AURELIA,2,25.62248586,-82.25480259,0,NA,1
2018,AURELIA,2,25.62248586,-82.25480259,0,NA,2
2012,AURELIA,4,26.37248586,-83.00480259,0,NA,1
2013,AURELIA,4,26.37248586,-83.00480259,0,NA,2
2014,AURELIA,4,26.37248586,-83.00480259,3.013826501,NA,1
2015,AURELIA,4,26.37248586,-83.00480259,0,NA,1
2017,AURELIA,4,26.37248586,-83.00480259,0,NA,1
2013,AURELIA,5,26.12248586,-83.75480259,0,NA,1
2017,AURELIA,5,26.12248586,-83.75480259,0,NA,4
2018,AURELIA,5,26.12248586,-83.75480259,0,NA,1
2012,AURELIA,6,28.37248586,-93.75480259,0,NA,5
2013,AURELIA,6,28.37248586,-93.75480259,7.989937585,NA,1
2014,AURELIA,6,28.37248586,-93.75480259,0,NA,2
2015,AURELIA,6,28.37248586,-93.75480259,0.388138203,0.150651264,4
2016,AURELIA,6,28.37248586,-93.75480259,0.35120247,0.123343175,2
2017,AURELIA,6,28.37248586,-93.75480259,26.12963074,682.7576025,2
2018,AURELIA,6,28.37248586,-93.75480259,0,NA,1
2012,AURELIA,7,27.12248586,-83.25480259,0,NA,2
2014,AURELIA,7,27.12248586,-83.25480259,0,NA,1
2015,AURELIA,7,27.12248586,-83.25480259,0.260014532,0.016906161,3
2016,AURELIA,7,27.12248586,-83.25480259,0,NA,1
2017,AURELIA,7,27.12248586,-83.25480259,0,NA,1
2018,AURELIA,7,27.12248586,-83.25480259,0,NA,2
2012,AURELIA,8,26.12282489,-97.00488977,0,NA,16
2013,AURELIA,8,26.12282489,-97.00488977,0.255698214,0.050223928,18
2014,AURELIA,8,26.12282489,-97.00488977,0.280563215,0.041678873,21
2015,AURELIA,8,26.12282489,-97.00488977,0.229618626,0.052724713,4
2016,AURELIA,8,26.12282489,-97.00488977,0,NA,1
2017,AURELIA,8,26.12282489,-97.00488977,0.623458167,0.388700086,4
2018,AURELIA,8,26.12282489,-97.00488977,0,NA,2
2013,AURELIA,9,26.37248586,-83.75480259,0,NA,2
2014,AURELIA,9,26.37248586,-83.75480259,0.786359435,0.158725203,3
2015,AURELIA,9,26.37248586,-83.75480259,0,NA,2
2017,AURELIA,9,26.37248586,-83.75480259,2.923898577,6.563594612,3
2018,AURELIA,9,26.37248586,-83.75480259,0,NA,1
2012,AURELIA,10,27.87248586,-84.00480259,0,NA,1
2013,AURELIA,10,27.87248586,-84.00480259,0,NA,2
2014,AURELIA,10,27.87248586,-84.00480259,0,NA,2
2015,AURELIA,10,27.87248586,-84.00480259,0,NA,2
2016,AURELIA,10,27.87248586,-84.00480259,0,NA,2
2017,AURELIA,10,27.87248586,-84.00480259,0,NA,2
2012,AURELIA,11,29.87248586,-86.25480259,0,NA,7
2013,AURELIA,11,29.87248586,-86.25480259,0,NA,3
2014,AURELIA,11,29.87248586,-86.25480259,0.340794732,0.11614105,2
2015,AURELIA,11,29.87248586,-86.25480259,3.89921169,13.45315634,3
2016,AURELIA,11,29.87248586,-86.25480259,1.25391362,1.572299366,2
2017,AURELIA,11,29.87248586,-86.25480259,0,NA,3
2018,AURELIA,11,29.87248586,-86.25480259,0.506388193,0.256429002,3
2012,AURELIA,12,28.62248586,-93.50480259,0,NA,1
2013,AURELIA,12,28.62248586,-93.50480259,3.313724508,7.1616418,2
2014,AURELIA,12,28.62248586,-93.50480259,0,NA,3
2015,AURELIA,12,28.62248586,-93.50480259,0,NA,1
2016,AURELIA,12,28.62248586,-93.50480259,0,NA,2
2017,AURELIA,12,28.62248586,-93.50480259,0.583552108,0.340533062,3
2018,AURELIA,12,28.62248586,-93.50480259,0,NA,4
2014,AURELIA,13,25.37017956,-81.26777209,0,NA,1
2013,AURELIA,14,28.62248586,-94.50480259,0.607665831,0.369257762,3
2014,AURELIA,14,28.62248586,-94.50480259,0,NA,1
2015,AURELIA,14,28.62248586,-94.50480259,0,NA,2
2017,AURELIA,14,28.62248586,-94.50480259,0,NA,2
2012,AURELIA,15,28.37248586,-91.75480259,0,NA,3
2013,AURELIA,15,28.37248586,-91.75480259,0.974797271,0.950229719,2
2014,AURELIA,15,28.37248586,-91.75480259,0,NA,1
2015,AURELIA,15,28.37248586,-91.75480259,0,NA,3
2016,AURELIA,15,28.37248586,-91.75480259,3.264998156,NA,1
2018,AURELIA,15,28.37248586,-91.75480259,0,NA,1
2012,AURELIA,16,28.12396796,-93.50477651,0,NA,3
2013,AURELIA,16,28.12396796,-93.50477651,0.397876437,0.022615094,8
2014,AURELIA,16,28.12396796,-93.50477651,0,NA,3
2015,AURELIA,16,28.12396796,-93.50477651,0,NA,1
2016,AURELIA,16,28.12396796,-93.50477651,0,NA,3
2017,AURELIA,16,28.12396796,-93.50477651,0,NA,1
2013,AURELIA,17,25.37248586,-83.25480259,0.607254802,0.125900446,3
2015,AURELIA,17,25.37248586,-83.25480259,0.162767633,0.026493302,4
2016,AURELIA,17,25.37248586,-83.25480259,0,NA,1
2017,AURELIA,17,25.37248586,-83.25480259,0,NA,1
2018,AURELIA,17,25.37248586,-83.25480259,0,NA,3
2012,AURELIA,18,29.87248586,-86.00480259,0,NA,3
2013,AURELIA,18,29.87248586,-86.00480259,0,NA,1
2014,AURELIA,18,29.87248586,-86.00480259,3.038329156,NA,1
2015,AURELIA,18,29.87248586,-86.00480259,0,NA,2
2016,AURELIA,18,29.87248586,-86.00480259,0,NA,3
2017,AURELIA,18,29.87248586,-86.00480259,0.436968493,0.190941464,2
2018,AURELIA,18,29.87248586,-86.00480259,0.437598316,0.124953956,5
2014,AURELIA,19,27.62248586,-83.25480259,5.025573988,17.27379239,4
2016,AURELIA,19,27.62248586,-83.25480259,0,NA,1
2017,AURELIA,19,27.62248586,-83.25480259,0,NA,2
2018,AURELIA,19,27.62248586,-83.25480259,0.098338778,0.009670515,3
2014,AURELIA,20,25.11881667,-81.25919609,0,NA,1
2012,AURELIA,21,29.37248586,-93.50480259,1.791696025,3.210174648,3
2013,AURELIA,21,29.37248586,-93.50480259,0.132384342,0.017525614,3
2014,AURELIA,21,29.37248586,-93.50480259,0,NA,3
2015,AURELIA,21,29.37248586,-93.50480259,0,NA,1
2016,AURELIA,21,29.37248586,-93.50480259,0.467203392,0.218279009,2
2017,AURELIA,21,29.37248586,-93.50480259,0,NA,3
2018,AURELIA,21,29.37248586,-93.50480259,0.275402836,0.075846722,2
2012,AURELIA,23,28.37248586,-91.50480259,0,NA,1
2015,AURELIA,23,28.37248586,-91.50480259,0,NA,2
2016,AURELIA,23,28.37248586,-91.50480259,0,NA,2
2017,AURELIA,23,28.37248586,-91.50480259,0.152820722,0.023354173,4
2018,AURELIA,23,28.37248586,-91.50480259,0,NA,2
2012,AURELIA,24,25.37248586,-81.50480259,0,NA,2
2012,AURELIA,25,29.87248586,-88.25480259,0.821695914,0.675184176,3
2013,AURELIA,25,29.87248586,-88.25480259,0.525739456,0.276401975,2
2014,AURELIA,25,29.87248586,-88.25480259,0.356836735,0.127332455,2
2015,AURELIA,25,29.87248586,-88.25480259,2.383142659,5.679368934,2
2016,AURELIA,25,29.87248586,-88.25480259,0,NA,2
2018,AURELIA,25,29.87248586,-88.25480259,0,NA,1
2012,AURELIA,26,24.87248586,-82.50480259,0,NA,1
2013,AURELIA,26,24.87248586,-82.50480259,0,NA,1
2014,AURELIA,26,24.87248586,-82.50480259,0,NA,1
2015,AURELIA,26,24.87248586,-82.50480259,3.54691019,6.75793349,2
2016,AURELIA,26,24.87248586,-82.50480259,0.194695131,0.037906194,2
2017,AURELIA,26,24.87248586,-82.50480259,0,NA,2
2018,AURELIA,26,24.87248586,-82.50480259,0,NA,2
2012,AURELIA,27,26.38974511,-97.17208332,0,NA,8
2013,AURELIA,27,26.38974511,-97.17208332,1.27109001,0.538851574,4
2014,AURELIA,27,26.38974511,-97.17208332,0,NA,2
2016,AURELIA,27,26.38974511,-97.17208332,0,NA,1
2012,AURELIA,28,28.62248586,-91.00480259,0,NA,1
2014,AURELIA,28,28.62248586,-91.00480259,0,NA,1
2015,AURELIA,28,28.62248586,-91.00480259,0,NA,3
2016,AURELIA,28,28.62248586,-91.00480259,0,NA,1
2017,AURELIA,28,28.62248586,-91.00480259,0,NA,2
2013,AURELIA,29,29.37260894,-88.06436887,0,NA,1
2016,AURELIA,29,29.37260894,-88.06436887,0,NA,1
2012,AURELIA,30,28.87248586,-84.75480259,0,NA,1
2013,AURELIA,30,28.87248586,-84.75480259,0,NA,3
2014,AURELIA,30,28.87248586,-84.75480259,0,NA,1
2015,AURELIA,30,28.87248586,-84.75480259,0.161017444,0.025926617,3
2016,AURELIA,30,28.87248586,-84.75480259,0,NA,2
2017,AURELIA,30,28.87248586,-84.75480259,0,NA,1
2012,AURELIA,31,29.87248586,-87.00480259,0,NA,3
2013,AURELIA,31,29.87248586,-87.00480259,0,NA,1
2015,AURELIA,31,29.87248586,-87.00480259,0,NA,1
2014,AURELIA,32,28.8725686,-89.06304748,0,NA,1
2012,AURELIA,33,28.37248586,-95.25480259,0,NA,1
2013,AURELIA,33,28.37248586,-95.25480259,0.412732213,0.17034788,2
2014,AURELIA,33,28.37248586,-95.25480259,0,NA,2
2015,AURELIA,33,28.37248586,-95.25480259,0,NA,2
2016,AURELIA,33,28.37248586,-95.25480259,0,NA,2
2017,AURELIA,33,28.37248586,-95.25480259,0,NA,3
2018,AURELIA,33,28.37248586,-95.25480259,0,NA,1
2012,AURELIA,35,28.12420009,-94.25481488,0,NA,3
2013,AURELIA,35,28.12420009,-94.25481488,5.156478624,26.5892718,2
2014,AURELIA,35,28.12420009,-94.25481488,0,NA,2
2015,AURELIA,35,28.12420009,-94.25481488,0,NA,1
2012,AURELIA,36,28.62248586,-90.50480259,0,NA,4
2013,AURELIA,36,28.62248586,-90.50480259,5.468088215,5.807450465,2
2014,AURELIA,36,28.62248586,-90.50480259,0,NA,5
2015,AURELIA,36,28.62248586,-90.50480259,0,NA,3
2016,AURELIA,36,28.62248586,-90.50480259,0,NA,3
2017,AURELIA,36,28.62248586,-90.50480259,0,NA,3
2018,AURELIA,36,28.62248586,-90.50480259,0,NA,1
2012,AURELIA,37,29.62248586,-85.75480259,0,NA,2
2013,AURELIA,37,29.62248586,-85.75480259,0,NA,2
2014,AURELIA,37,29.62248586,-85.75480259,0,NA,1
2015,AURELIA,37,29.62248586,-85.75480259,0,NA,1
2016,AURELIA,37,29.62248586,-85.75480259,0,NA,3
2017,AURELIA,37,29.62248586,-85.75480259,1.070649322,1.14628997,2
2018,AURELIA,37,29.62248586,-85.75480259,10.5746456,111.8231295,2
2012,AURELIA,38,30.12248586,-86.50480259,0,NA,5
2013,AURELIA,38,30.12248586,-86.50480259,0.525346568,0.275989017,2
2015,AURELIA,38,30.12248586,-86.50480259,0,NA,1
2016,AURELIA,38,30.12248586,-86.50480259,0,NA,1
2017,AURELIA,38,30.12248586,-86.50480259,0,NA,2
2014,AURELIA,39,28.51033168,-96.15516737,0,NA,1
2012,AURELIA,40,29.12248586,-93.00480259,0,NA,1
2013,AURELIA,40,29.12248586,-93.00480259,7.270287622,43.95533248,3
2014,AURELIA,40,29.12248586,-93.00480259,0,NA,2
2015,AURELIA,40,29.12248586,-93.00480259,0,NA,5
2016,AURELIA,40,29.12248586,-93.00480259,0,NA,3
2018,AURELIA,40,29.12248586,-93.00480259,0,NA,3
2012,AURELIA,41,28.87248586,-85.00480259,0,NA,2
2013,AURELIA,41,28.87248586,-85.00480259,0,NA,1
2014,AURELIA,41,28.87248586,-85.00480259,0,NA,1
2016,AURELIA,41,28.87248586,-85.00480259,0,NA,4
2017,AURELIA,41,28.87248586,-85.00480259,0,NA,2
2014,AURELIA,42,28.62335619,-85.00437947,5.439589295,NA,1
2016,AURELIA,42,28.62335619,-85.00437947,0,NA,2
2017,AURELIA,42,28.62335619,-85.00437947,0,NA,1
2012,AURELIA,43,25.37248586,-83.50480259,0,NA,2
2013,AURELIA,43,25.37248586,-83.50480259,0,NA,3
2014,AURELIA,43,25.37248586,-83.50480259,0,NA,2
2016,AURELIA,43,25.37248586,-83.50480259,0,NA,1
2017,AURELIA,43,25.37248586,-83.50480259,0,NA,4
2018,AURELIA,43,25.37248586,-83.50480259,0,NA,3
2012,AURELIA,44,26.60938001,-82.30227988,0,NA,1
2015,AURELIA,44,26.60938001,-82.30227988,0.199521615,NA,1
2017,AURELIA,44,26.60938001,-82.30227988,0.655139724,NA,1
2012,AURELIA,45,26.87688575,-97.24407051,0,NA,1
2015,AURELIA,45,26.87688575,-97.24407051,0,NA,3
2016,AURELIA,45,26.87688575,-97.24407051,0,NA,2
2017,AURELIA,45,26.87688575,-97.24407051,3.353013247,NA,1
2018,AURELIA,45,26.87688575,-97.24407051,0,NA,2
2012,AURELIA,46,28.37248586,-83.75480259,0,NA,3
2015,AURELIA,46,28.37248586,-83.75480259,5.329477366,28.40332899,3
2018,AURELIA,46,28.37248586,-83.75480259,0,NA,1
2012,AURELIA,47,27.87248586,-96.25480259,0,NA,1
2013,AURELIA,47,27.87248586,-96.25480259,0,NA,2
2014,AURELIA,47,27.87248586,-96.25480259,0,NA,1
2015,AURELIA,47,27.87248586,-96.25480259,0,NA,3
2016,AURELIA,47,27.87248586,-96.25480259,0,NA,2
2017,AURELIA,47,27.87248586,-96.25480259,7.747739347,NA,1
2012,AURELIA,48,28.87028489,-89.50752798,0,NA,3
2013,AURELIA,48,28.87028489,-89.50752798,0.609065983,0.370961371,2
2015,AURELIA,48,28.87028489,-89.50752798,0,NA,1
2016,AURELIA,48,28.87028489,-89.50752798,0,NA,1
2017,AURELIA,48,28.87028489,-89.50752798,0,NA,3
2018,AURELIA,48,28.87028489,-89.50752798,0,NA,2
2012,AURELIA,49,25.87248586,-82.25480259,5.579915608,31.13545819,3
2014,AURELIA,49,25.87248586,-82.25480259,8.736946512,NA,1
2015,AURELIA,49,25.87248586,-82.25480259,0,NA,1
2017,AURELIA,49,25.87248586,-82.25480259,0,NA,1
2018,AURELIA,49,25.87248586,-82.25480259,0.462050056,NA,1
2015,AURELIA,51,29.87248586,-84.00480259,0.217898606,0.047479802,2
2013,AURELIA,52,28.87248586,-93.25480259,34.94078529,1220.858477,3
2014,AURELIA,52,28.87248586,-93.25480259,0,NA,3
2015,AURELIA,52,28.87248586,-93.25480259,0,NA,1
2016,AURELIA,52,28.87248586,-93.25480259,1.858866657,2.223813738,4
2018,AURELIA,52,28.87248586,-93.25480259,0,NA,2
2012,AURELIA,54,29.62248586,-83.75480259,0,NA,1
2015,AURELIA,54,29.62248586,-83.75480259,0,NA,1
2016,AURELIA,54,29.62248586,-83.75480259,0,NA,2
2017,AURELIA,54,29.62248586,-83.75480259,0.182058612,NA,1
2012,AURELIA,55,28.12382179,-95.25482937,1.145401864,1.311945431,2
2013,AURELIA,55,28.12382179,-95.25482937,0,NA,3
2014,AURELIA,55,28.12382179,-95.25482937,0,NA,3
2015,AURELIA,55,28.12382179,-95.25482937,0,NA,4
2017,AURELIA,55,28.12382179,-95.25482937,0,NA,2
2018,AURELIA,55,28.12382179,-95.25482937,0,NA,1
2013,AURELIA,56,26.37248586,-83.50480259,0,NA,1
2014,AURELIA,56,26.37248586,-83.50480259,1.195787215,0.329832892,2
2015,AURELIA,56,26.37248586,-83.50480259,0.215576688,0.046473308,3
2017,AURELIA,56,26.37248586,-83.50480259,0,NA,2
2018,AURELIA,56,26.37248586,-83.50480259,0,NA,4
2012,AURELIA,57,28.87248586,-83.50480259,0,NA,2
2014,AURELIA,57,28.87248586,-83.50480259,0,NA,2
2016,AURELIA,57,28.87248586,-83.50480259,0,NA,6
2018,AURELIA,57,28.87248586,-83.50480259,0,NA,2
2012,AURELIA,58,26.12248586,-83.50480259,0,NA,4
2013,AURELIA,58,26.12248586,-83.50480259,0,NA,2
2014,AURELIA,58,26.12248586,-83.50480259,0.43359489,0.04714847,3
2015,AURELIA,58,26.12248586,-83.50480259,1.981564672,0.377384826,2
2016,AURELIA,58,26.12248586,-83.50480259,0,NA,3
2017,AURELIA,58,26.12248586,-83.50480259,0,NA,1
2018,AURELIA,58,26.12248586,-83.50480259,0,NA,2
2012,AURELIA,59,27.62348614,-96.004812,0,NA,2
2013,AURELIA,59,27.62348614,-96.004812,0,NA,2
2014,AURELIA,59,27.62348614,-96.004812,0,NA,1
2015,AURELIA,59,27.62348614,-96.004812,0,NA,2
2012,AURELIA,60,27.87248586,-96.75480259,0.120349402,0.014483978,11
2013,AURELIA,60,27.87248586,-96.75480259,69.50816232,4108.128782,10
2014,AURELIA,60,27.87248586,-96.75480259,0,NA,4
2015,AURELIA,60,27.87248586,-96.75480259,0.147921794,0.011797726,7
2016,AURELIA,60,27.87248586,-96.75480259,0.376174086,0.141506943,6
2017,AURELIA,60,27.87248586,-96.75480259,0,NA,2
2012,AURELIA,61,28.12367691,-93.00478904,0,NA,2
2013,AURELIA,61,28.12367691,-93.00478904,5.86397527,34.38620597,6
2014,AURELIA,61,28.12367691,-93.00478904,0,NA,3
2016,AURELIA,61,28.12367691,-93.00478904,0,NA,1
2017,AURELIA,61,28.12367691,-93.00478904,0,NA,3
2018,AURELIA,61,28.12367691,-93.00478904,0,NA,1
2012,AURELIA,62,29.62248586,-88.25480259,0,NA,2
2013,AURELIA,62,29.62248586,-88.25480259,2.300110119,5.290506558,3
2014,AURELIA,62,29.62248586,-88.25480259,0,NA,5
2017,AURELIA,62,29.62248586,-88.25480259,0,NA,4
2018,AURELIA,62,29.62248586,-88.25480259,0,NA,2
2013,AURELIA,63,28.8722855,-85.43927847,0,NA,1
2012,AURELIA,64,28.62248586,-94.75480259,0,NA,1
2013,AURELIA,64,28.62248586,-94.75480259,0,NA,2
2014,AURELIA,64,28.62248586,-94.75480259,0,NA,2
2015,AURELIA,64,28.62248586,-94.75480259,0,NA,2
2017,AURELIA,64,28.62248586,-94.75480259,1.097174417,1.203791702,2
2018,AURELIA,64,28.62248586,-94.75480259,0,NA,1
2014,AURELIA,65,30.3181199,-86.75163389,0,NA,1
2015,AURELIA,65,30.3181199,-86.75163389,0.060381541,0.003645931,4
2018,AURELIA,65,30.3181199,-86.75163389,0.271279389,NA,1
2012,AURELIA,66,27.12248586,-96.75480259,0,NA,4
2013,AURELIA,66,27.12248586,-96.75480259,0,NA,1
2015,AURELIA,66,27.12248586,-96.75480259,0,NA,2
2017,AURELIA,66,27.12248586,-96.75480259,0,NA,2
2013,AURELIA,67,28.37248586,-92.00480259,0,NA,2
2014,AURELIA,67,28.37248586,-92.00480259,3.568517593,12.73431781,2
2016,AURELIA,67,28.37248586,-92.00480259,0,NA,3
2017,AURELIA,67,28.37248586,-92.00480259,0,NA,2
2018,AURELIA,67,28.37248586,-92.00480259,0,NA,1
2012,AURELIA,69,28.12248586,-84.25480259,0,NA,1
2013,AURELIA,69,28.12248586,-84.25480259,0,NA,2
2014,AURELIA,69,28.12248586,-84.25480259,0,NA,1
2015,AURELIA,69,28.12248586,-84.25480259,1.437835455,0.560297147,3
2016,AURELIA,69,28.12248586,-84.25480259,0,NA,1
2017,AURELIA,69,28.12248586,-84.25480259,0,NA,3
2018,AURELIA,69,28.12248586,-84.25480259,0,NA,2
2012,AURELIA,70,28.87248586,-90.00480259,0,NA,1
2013,AURELIA,70,28.87248586,-90.00480259,0,NA,2
2014,AURELIA,70,28.87248586,-90.00480259,0,NA,1
2015,AURELIA,70,28.87248586,-90.00480259,0,NA,1
2016,AURELIA,70,28.87248586,-90.00480259,1.991793558,NA,1
2017,AURELIA,70,28.87248586,-90.00480259,0,NA,4
2012,AURELIA,71,28.62248586,-83.75480259,0,NA,3
2014,AURELIA,71,28.62248586,-83.75480259,0.125098552,0.015649648,5
2015,AURELIA,71,28.62248586,-83.75480259,0,NA,1
2016,AURELIA,71,28.62248586,-83.75480259,0,NA,1
2017,AURELIA,71,28.62248586,-83.75480259,0,NA,1
2018,AURELIA,71,28.62248586,-83.75480259,0,NA,2
2013,AURELIA,72,28.37244873,-84.94016293,0,NA,1
2014,AURELIA,72,28.37244873,-84.94016293,2.807741675,NA,1
2014,AURELIA,74,25.12248586,-81.50480259,0,NA,1
2012,AURELIA,75,30.12248586,-87.25480259,0.387025261,0.149788553,2
2014,AURELIA,75,30.12248586,-87.25480259,5.455040969,29.75747197,2
2015,AURELIA,75,30.12248586,-87.25480259,1.844699844,NA,1
2016,AURELIA,75,30.12248586,-87.25480259,0.803821697,NA,1
2017,AURELIA,75,30.12248586,-87.25480259,0.2750773,0.075667521,2
2018,AURELIA,75,30.12248586,-87.25480259,0,NA,3
2012,AURELIA,76,26.87248586,-97.00480259,0,NA,1
2013,AURELIA,76,26.87248586,-97.00480259,44.39239292,1448.259625,4
2014,AURELIA,76,26.87248586,-97.00480259,0,NA,1
2015,AURELIA,76,26.87248586,-97.00480259,0,NA,3
2017,AURELIA,76,26.87248586,-97.00480259,0,NA,1
2012,AURELIA,77,29.12248586,-94.25480259,0,NA,2
2014,AURELIA,77,29.12248586,-94.25480259,0.035474997,0.001258475,6
2015,AURELIA,77,29.12248586,-94.25480259,0,NA,2
2017,AURELIA,77,29.12248586,-94.25480259,0,NA,1
2018,AURELIA,77,29.12248586,-94.25480259,0,NA,2
2012,AURELIA,78,26.12248586,-83.00480259,0,NA,1
2013,AURELIA,78,26.12248586,-83.00480259,0,NA,2
2014,AURELIA,78,26.12248586,-83.00480259,0.210022753,0.044109557,2
2015,AURELIA,78,26.12248586,-83.00480259,0,NA,2
2016,AURELIA,78,26.12248586,-83.00480259,0,NA,5
2017,AURELIA,78,26.12248586,-83.00480259,0,NA,1
2018,AURELIA,78,26.12248586,-83.00480259,0,NA,2
2012,AURELIA,79,26.12248586,-83.25480259,0,NA,1
2013,AURELIA,79,26.12248586,-83.25480259,1.080370166,NA,1
2014,AURELIA,79,26.12248586,-83.25480259,1.535441341,1.535404626,3
2015,AURELIA,79,26.12248586,-83.25480259,0,NA,5
2016,AURELIA,79,26.12248586,-83.25480259,0,NA,2
2017,AURELIA,79,26.12248586,-83.25480259,0,NA,2
2018,AURELIA,79,26.12248586,-83.25480259,0,NA,1
2012,AURELIA,80,27.87248586,-83.25480259,0,NA,3
2014,AURELIA,80,27.87248586,-83.25480259,0,NA,1
2015,AURELIA,80,27.87248586,-83.25480259,29.82323088,NA,1
2016,AURELIA,80,27.87248586,-83.25480259,0,NA,2
2017,AURELIA,80,27.87248586,-83.25480259,56.96867167,NA,1
2012,AURELIA,81,29.37248586,-85.25480259,0,NA,1
2013,AURELIA,81,29.37248586,-85.25480259,0,NA,2
2014,AURELIA,81,29.37248586,-85.25480259,7.711568762,42.48745961,4
2015,AURELIA,81,29.37248586,-85.25480259,5.624901558,27.31991276,3
2016,AURELIA,81,29.37248586,-85.25480259,0,NA,5
2017,AURELIA,81,29.37248586,-85.25480259,0,NA,2
2018,AURELIA,81,29.37248586,-85.25480259,0,NA,1
2012,AURELIA,82,29.62405591,-87.50479147,0,NA,1
2013,AURELIA,82,29.62405591,-87.50479147,0.701152882,NA,1
2014,AURELIA,82,29.62405591,-87.50479147,0,NA,3
2015,AURELIA,82,29.62405591,-87.50479147,0.341286973,0.116476798,2
2016,AURELIA,82,29.62405591,-87.50479147,0,NA,2
2017,AURELIA,82,29.62405591,-87.50479147,0,NA,1
2015,AURELIA,83,29.62328028,-88.00522421,1.071762263,1.148674348,2
2016,AURELIA,83,29.62328028,-88.00522421,0,NA,1
2017,AURELIA,83,29.62328028,-88.00522421,0,NA,2
2018,AURELIA,83,29.62328028,-88.00522421,0,NA,1
2015,AURELIA,85,28.62360298,-89.50488394,0,NA,1
2016,AURELIA,85,28.62360298,-89.50488394,0,NA,1
2012,AURELIA,86,30.12248586,-86.75480259,0,NA,1
2013,AURELIA,86,30.12248586,-86.75480259,0.948935302,0.900478208,2
2014,AURELIA,86,30.12248586,-86.75480259,0.179044397,0.032056896,2
2015,AURELIA,86,30.12248586,-86.75480259,0,NA,1
2017,AURELIA,86,30.12248586,-86.75480259,0,NA,1
2018,AURELIA,86,30.12248586,-86.75480259,0,NA,1
2012,AURELIA,87,24.87248586,-83.75480259,0,NA,1
2013,AURELIA,87,24.87248586,-83.75480259,0,NA,1
2014,AURELIA,87,24.87248586,-83.75480259,0,NA,2
2015,AURELIA,87,24.87248586,-83.75480259,0,NA,2
2016,AURELIA,87,24.87248586,-83.75480259,0.832149525,NA,1
2017,AURELIA,87,24.87248586,-83.75480259,0,NA,1
2012,AURELIA,90,30.12095151,-86.00621331,0,NA,3
2013,AURELIA,90,30.12095151,-86.00621331,0,NA,3
2014,AURELIA,90,30.12095151,-86.00621331,0,NA,3
2016,AURELIA,90,30.12095151,-86.00621331,0,NA,3
2018,AURELIA,90,30.12095151,-86.00621331,0.177564691,0.031529219,3
2013,AURELIA,91,29.85240871,-83.76792885,0,NA,1
2012,AURELIA,92,25.12248586,-82.50480259,0,NA,1
2013,AURELIA,92,25.12248586,-82.50480259,0,NA,2
2014,AURELIA,92,25.12248586,-82.50480259,0,NA,1
2015,AURELIA,92,25.12248586,-82.50480259,0,NA,1
2017,AURELIA,92,25.12248586,-82.50480259,0,NA,1
2018,AURELIA,92,25.12248586,-82.50480259,0,NA,2
2013,AURELIA,93,29.81179375,-84.47821918,0.126144916,NA,1
2015,AURELIA,93,29.81179375,-84.47821918,0,NA,2
2014,AURELIA,94,29.37248586,-93.75480259,0,NA,3
2016,AURELIA,94,29.37248586,-93.75480259,0,NA,1
2017,AURELIA,94,29.37248586,-93.75480259,0,NA,1
2012,AURELIA,95,29.62248586,-84.00480259,0.062828306,0.003947396,4
2013,AURELIA,95,29.62248586,-84.00480259,2.221778195,NA,1
2015,AURELIA,95,29.62248586,-84.00480259,0,NA,2
2016,AURELIA,95,29.62248586,-84.00480259,0.192817043,NA,1
2017,AURELIA,95,29.62248586,-84.00480259,0.16613524,0.027600918,2
2013,AURELIA,97,29.12248586,-92.00480259,0,NA,1
2014,AURELIA,97,29.12248586,-92.00480259,1.914147368,1.995789222,5
2015,AURELIA,97,29.12248586,-92.00480259,0.130214107,0.016955714,2
2016,AURELIA,97,29.12248586,-92.00480259,0.974797271,0.100167579,2
2017,AURELIA,97,29.12248586,-92.00480259,0,NA,1
2012,AURELIA,98,28.87248586,-94.75480259,0,NA,3
2013,AURELIA,98,28.87248586,-94.75480259,0.532913288,NA,1
2014,AURELIA,98,28.87248586,-94.75480259,0,NA,1
2015,AURELIA,98,28.87248586,-94.75480259,0,NA,3
2016,AURELIA,98,28.87248586,-94.75480259,0.083192346,0.006920966,3
2017,AURELIA,98,28.87248586,-94.75480259,0.575392223,0.056095119,4
2018,AURELIA,98,28.87248586,-94.75480259,0,NA,1
2012,AURELIA,99,26.12334652,-96.75489013,0,NA,2
2013,AURELIA,99,26.12334652,-96.75489013,0,NA,1
2014,AURELIA,99,26.12334652,-96.75489013,0.309675856,0.095899136,3
2015,AURELIA,99,26.12334652,-96.75489013,0.208824845,0.043607816,5
2016,AURELIA,99,26.12334652,-96.75489013,0,NA,1
2017,AURELIA,99,26.12334652,-96.75489013,0,NA,4
2018,AURELIA,99,26.12334652,-96.75489013,0,NA,1
2012,AURELIA,100,28.62248586,-92.00480259,0,NA,4
2014,AURELIA,100,28.62248586,-92.00480259,0,NA,5
2015,AURELIA,100,28.62248586,-92.00480259,0,NA,2
2016,AURELIA,100,28.62248586,-92.00480259,0,NA,1
