Sample ID,Date,Time,Samp Number,Analyte Name,Elem,Int (Corr),RSD (Corr Int),Conc (Calib),Reported Conc (Calib),RSD (Conc),Calib Units,SD (Calib),Repl No1,Conc (Calib)1,Repl No2,Conc (Calib)2,Repl No3,Conc (Calib)3,Repl No4,Conc (Calib)4
P-50,9/14/2018,11:21:06 AM,0,Mo 202.031,Mo,74.77753764,11.81508107,-0.1397565045,-0.140,1.562277308,mg/L,0.002183384157,1,-0.1370569084,2,-0.1391737607,3,-0.1405954237,4,-0.1421999251
P-50,9/14/2018,11:21:06 AM,0,Na 589.592,Na,220728.9517,2.901554745,55.73866762,55.74,2.89583947,mg/L,1.614102337,1,53.88123462,2,56.97683868,3,54.89914423,4,57.19745294
P-50,9/14/2018,11:21:06 AM,0,Ni 231.604,Ni,-8.624751133,180.6873672,-0.1590021621,-0.159,1.162337734,mg/L,0.001848142129,1,-0.1569081544,2,-0.1599349963,3,-0.15811345,4,-0.1610520477
P-50,9/14/2018,11:21:06 AM,0,Pb 220.353,Pb,-7.018358619,72.26969408,0.05484342837,0.055,5.628815691,mg/L,0.003087035501,1,0.05567434323,2,0.05154709062,3,0.05343096046,4,0.05872131915
P-50,9/14/2018,11:21:06 AM,0,Se 196.026,Se,31.40089237,15.74651934,0.08949893684,0.089,7.934352477,mg/L,0.007101161112,1,0.08061592773,2,0.09403691013,3,0.087070436,4,0.09627247348
P-50,9/14/2018,11:21:06 AM,0,Si 251.611,Si,1805.436536,3.109929406,0.1672275215,0.167,3.688620267,mg/L,0.006168388251,1,0.173675598,2,0.171285493,3,0.1612985918,4,0.1626504034
P-50,9/14/2018,11:21:06 AM,0,Zn 206.200,Zn,-95.07704032,14.8329315,-0.0972870452,-0.097,1.080528725,mg/L,0.001051214469,1,-0.09606535901,2,-0.09675447597,3,-0.09817646941,4,-0.09815187641
P-50,9/14/2018,11:21:06 AM,0,P 213.617,P,46606.02709,1.945894112,52.08494873,52.08,1.950355389,mg/L,1.015841604,1,52.29966366,2,52.79127941,3,52.65559866,4,50.59325318
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Y 371.029,Y,465662.4455,1.253269662,1.250184214,1.250,1.253269662,mg/L,0.01566817948,1,1.247939998,2,1.272181544,3,1.235185949,4,1.245429367
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Al 396.153,Al,2671809.796,1.214575955,42.02371967,42.02,1.202254082,mg/L,0.5052318851,1,41.42701398,2,42.589337,3,41.82794195,4,42.25058575
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Ca 317.933,Ca,-7373.041135,4.894796707,-0.05798967909,-0.058,19.53883364,mg/L,0.01133050692,1,-0.06332870263,2,-0.05764083644,3,-0.04237850414,4,-0.06861067313
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Cr 267.716,Cr,43.74310569,17.01758356,-0.1317849554,-0.132,0.2756013177,mg/L,0.0003632010737,1,-0.1317676722,2,-0.1313293665,3,-0.1322164313,4,-0.1318263517
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Cu 327.393,Cu,129.5327064,11.94573208,0.00795726871,0.008,6.432691748,mg/L,0.0005118665676,1,0.007334940397,2,0.008349418104,3,0.007741860584,4,0.008402855752
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Fe 238.204,Fe,1975260.996,0.208893663,65.24883601,65.25,0.2093892039,mg/L,0.1366240183,1,65.25751381,2,65.05483615,3,65.36510833,4,65.31788574
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,K 766.490,K,478.067281,17.1907317,0.5679201075,0.568,10.7331676,mg/L,0.06095581699,1,0.5009849961,2,0.5411361187,3,0.5868734864,4,0.642685829
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Mg 285.213,Mg,123906.1242,4.352241773,1.246483701,1.246,5.516296431,mg/L,0.06875973594,1,1.277171793,2,1.275609003,3,1.289394725,4,1.143759285
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Mn 257.610,Mn,119577.9279,2.159605161,0.2363863903,0.236,5.555702148,mg/L,0.01313292376,1,0.2425942176,2,0.2357574349,3,0.2488108698,4,0.2183830389
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Mo 202.031,Mo,-14.00209038,21.26401449,-0.1616964533,-0.162,0.4550508508,mg/L,0.0007358010865,1,-0.162637631,2,-0.1616577866,3,-0.1616511757,4,-0.1608392199
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Na 589.592,Na,158896.5463,2.400633509,40.15544991,40.16,2.394069875,mg/L,0.9613495294,1,40.98960439,2,38.77703274,3,40.54720614,4,40.30795636
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Ni 231.604,Ni,97.96198518,9.873766702,-0.1463616645,-0.146,0.7837437738,mg/L,0.001147100433,1,-0.1463567167,2,-0.146035327,3,-0.1479031929,4,-0.1451514216
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Pb 220.353,Pb,-15.73803197,111.022538,0.04953641639,0.050,21.46776541,mg/L,0.01063436166,1,0.03551529797,2,0.04704001267,3,0.05767091506,4,0.05791943985
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Se 196.026,Se,14.01072351,41.78885558,0.06452387318,0.065,13.0317703,mg/L,0.008408602944,1,0.05414802824,2,0.07029767682,3,0.06132355529,4,0.07232623238
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Si 251.611,Si,-329.0274574,31.99852133,-0.06726434123,-0.067,17.1955512,mg/L,0.01156647424,1,-0.07443583706,2,-0.05091713729,3,-0.06734710151,4,-0.07635728907
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,Zn 206.200,Zn,1668.008593,1.041805747,0.03413314504,0.034,3.794874441,mg/L,0.001295309997,1,0.03512328957,2,0.03229839276,3,0.03496171283,4,0.03414918503
Na/Fe/Al 50mg/L,9/14/2018,11:23:08 AM,11,P 213.617,P,63514.86882,2.570819624,71.02488735,71.02,2.575141907,mg/L,1.828991638,1,71.87562974,2,71.25349442,3,72.56813241,4,68.40229281
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Y 371.029,Y,471867.7815,0.563920628,1.26684395,1.267,0.563920628,mg/L,0.007143994359,1,1.274216915,2,1.26865049,3,1.257089214,4,1.26741918
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Al 396.153,Al,1305984.655,1.425057565,20.75919708,20.76,1.395791226,mg/L,0.2897550516,1,20.52517636,2,21.13751218,3,20.53944311,4,20.83465669
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Ca 317.933,Ca,-3288.801603,8.114899202,0.07023724632,0.070,11.9294756,mg/L,0.008378935159,1,0.06636666832,2,0.07902496161,3,0.07506994744,4,0.06048740791
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Cr 267.716,Cr,2.501269971,495.0767624,-0.1337971854,-0.134,0.4515706965,mg/L,0.0006041888819,1,-0.1333894724,2,-0.1335445629,3,-0.1335585547,4,-0.1346961515
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Cu 327.393,Cu,218.2214788,6.546097763,0.01089108691,0.011,4.338836778,mg/L,0.0004725464844,1,0.01042735578,2,0.0115460549,3,0.01073388464,4,0.01085705232
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Fe 238.204,Fe,976888.3055,0.2470682245,32.191337,32.19,0.2482561928,mg/L,0.07991698766,1,32.15925149,2,32.19040584,3,32.30161308,4,32.1140776
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,K 766.490,K,273.1205227,25.73250825,0.4159098741,0.416,12.5334028,mg/L,0.0521276598,1,0.4506887966,2,0.4236991153,3,0.4492866042,4,0.3399649802
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Mg 285.213,Mg,58467.40859,2.401064453,0.4121050543,0.412,4.343483112,mg/L,0.01789971344,1,0.3948473682,2,0.43674938,3,0.4122030062,4,0.4046204628
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Mn 257.610,Mn,58086.12589,0.8914650202,-0.07633188556,-0.076,3.449902101,mg/L,0.002633375324,1,-0.07938713911,2,-0.07327123185,3,-0.07530944983,4,-0.07735972145
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Mo 202.031,Mo,-17.92203611,27.47381796,-0.1626651824,-0.163,0.7480558927,mg/L,0.001216826482,1,-0.1608687818,2,-0.1634773803,3,-0.1629689326,4,-0.1633456347
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Na 589.592,Na,78690.2414,0.7539928416,19.94157818,19.94,0.7498416702,mg/L,0.1495302629,1,19.88015343,2,19.81108262,3,19.91951481,4,20.15556186
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Ni 231.604,Ni,40.55907539,17.00734146,-0.1531692784,-0.153,0.5340892242,mg/L,0.0008180606106,1,-0.1528560772,2,-0.1527415889,3,-0.1526876097,4,-0.1543918378
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Pb 220.353,Pb,-12.29842869,57.3289627,0.05162984524,0.052,8.311372363,mg/L,0.004291148688,1,0.05288859464,2,0.04684628152,3,0.0498877709,4,0.05689673391
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Se 196.026,Se,15.24018446,67.92539792,0.06628957572,0.066,22.42745429,mg/L,0.0148670643,1,0.06257806166,2,0.05657146208,3,0.08824732701,4,0.05776145215
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Si 251.611,Si,-635.428061,1.486081586,-0.1009254611,-0.101,1.027891427,mg/L,0.001037404162,1,-0.1010209322,2,-0.09973130234,3,-0.1022461463,4,-0.1007034635
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,Zn 206.200,Zn,1443.311968,0.9637730828,0.01738428573,0.017,5.964401065,mg/L,0.001036868523,1,0.01714268678,2,0.0174682669,3,0.01871757546,4,0.01620861375
Na/Fe/Al 20mg/L,9/14/2018,11:25:17 AM,12,P 213.617,P,30790.26821,0.9835493352,34.3693945,34.37,0.9869665826,mg/L,0.3392144384,1,33.96056815,2,34.79040123,3,34.38253289,4,34.34407574
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Y 371.029,Y,474675.0501,0.8365899639,1.274380746,1.274,0.8365899639,mg/L,0.01066134142,1,1.261934367,2,1.280638018,3,1.269482356,4,1.285468242
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Al 396.153,Al,109785.8268,4.094548028,2.135585436,2.136,3.277146302,mg/L,0.06998625915,1,2.054402692,2,2.151534065,3,2.114716572,4,2.221688416
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Ca 317.933,Ca,-9674.716619,1.02965996,-0.130252035,-0.130,2.401129508,mg/L,0.003127520047,1,-0.1336751875,2,-0.130519465,3,-0.1260889373,4,-0.1307245501
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Cr 267.716,Cr,-21.5844303,44.65218424,-0.1349723505,-0.135,0.3483999671,mg/L,0.0004702436247,1,-0.1343075479,2,-0.1351570903,3,-0.1350225587,4,-0.1354022051
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Cu 327.393,Cu,195.4956773,4.598789436,0.01013931903,0.010,2.933164706,mg/L,0.0002974029273,1,0.009696253994,2,0.01026024663,3,0.01033594844,4,0.01026482707
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Fe 238.204,Fe,102412.9623,0.3881475759,3.23625033,3.236,0.4067120123,mg/L,0.01316221884,1,3.250616974,2,3.241006294,3,3.234033249,4,3.219344801
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,K 766.490,K,104.5270688,91.86481101,0.2908631034,0.291,24.48618335,mg/L,0.07122127279,1,0.2401503572,2,0.3356989075,3,0.3666648296,4,0.2209383192
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Mg 285.213,Mg,30.710223,351.8054524,-0.3329941256,-0.333,0.4136922439,mg/L,0.00137757087,1,-0.3339653548,2,-0.3321933072,3,-0.3343396522,4,-0.3314781882
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Mn 257.610,Mn,5433.927558,1.96847556,-0.3440961104,-0.344,0.1580884536,mg/L,0.0005439762198,1,-0.3434404084,2,-0.344225306,3,-0.3439704616,4,-0.3447482654
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Mo 202.031,Mo,-10.64948013,16.7488566,-0.1608679288,-0.161,0.2740099857,mg/L,0.0004407941887,1,-0.1608543066,2,-0.1607634555,3,-0.1603955515,4,-0.1614584015
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Na 589.592,Na,8571.796276,1.229717761,2.270083936,2.270,1.17024385,mg/L,0.02656551766,1,2.266710184,2,2.234776072,3,2.281974274,4,2.296875215
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Ni 231.604,Ni,-24.57111294,19.85190596,-0.1608932975,-0.161,0.3595423805,mg/L,0.0005784795918,1,-0.1616465533,2,-0.1606875033,3,-0.1609690759,4,-0.1602700575
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Pb 220.353,Pb,-10.95912616,50.0526574,0.05244497837,0.052,6.365741634,mg/L,0.003338511823,1,0.05461694566,2,0.04891292866,3,0.05589262273,4,0.05035741642
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Se 196.026,Se,33.94462615,27.27358752,0.09315214536,0.093,14.27326212,mg/L,0.01329584987,1,0.1116916859,2,0.0852227228,3,0.08203927848,4,0.09365489428
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Si 251.611,Si,-655.2917242,5.417143945,-0.1031076798,-0.103,3.782274009,mg/L,0.003899814976,1,-0.09752280054,2,-0.1041828579,3,-0.1066095435,4,-0.1041155174
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,Zn 206.200,Zn,2291.751765,1.500530404,0.08062688575,0.081,3.179224332,mg/L,0.00256330957,1,0.08327958133,2,0.08002221343,3,0.08186252516,4,0.07734322306
Na/Fe/Al 5mg/L,9/14/2018,11:27:27 AM,13,P 213.617,P,3059.325208,1.78028826,3.307399438,3.307,1.844565295,mg/L,0.06100714218,1,3.367958173,2,3.317281021,3,3.321776097,4,3.22258246
